job_no,job_type,category
9989,Id-25097,Permanent,Medical Information and Pharmacovigilance
9990,Id-25099,Temporary/Seasonal,Medical Information and Pharmacovigilance
9991,Id-25103,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9992,Id-25107,Temporary/Seasonal,Quality-assurance
9993,Id-25109,Permanent,Quality-assurance
9994,Id-25113,Temporary/Seasonal,Quality-assurance
9995,Id-25121,Temporary/Seasonal,Quality-assurance
9996,Id-25123,Permanent,Quality-assurance
9997,Id-25126,Temporary/Seasonal,Quality-assurance
9998,Id-25127,Permanent,Medical Information and Pharmacovigilance
9999,Id-25128,Temporary/Seasonal,Quality-assurance
10000,Id-25129,Temporary/Seasonal,Quality-assurance
10001,Id-25130,Temporary/Seasonal,Quality-assurance
10002,Id-25134,Temporary/Seasonal,Pharmacy
10003,Id-25136,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10004,Id-25141,Temporary/Seasonal,Quality-assurance
10005,Id-25142,Temporary/Seasonal,Quality-assurance
10006,Id-25143,Permanent,Medical Affairs / Pharmaceutical Physician
10007,Id-25145,Temporary/Seasonal,Quality-assurance
10008,Id-25147,Temporary/Seasonal,Quality-assurance
10009,Id-25149,Temporary/Seasonal,Quality-assurance
10010,Id-25150,Temporary/Seasonal,Quality-assurance
10011,Id-25154,Temporary/Seasonal,Quality-assurance
10012,Id-25158,Temporary/Seasonal,Quality-assurance
10013,Id-25160,Temporary/Seasonal,Quality-assurance
10014,Id-25161,Temporary/Seasonal,Quality-assurance
10015,Id-25162,Temporary/Seasonal,Quality-assurance
10016,Id-25170,Temporary/Seasonal,Quality-assurance
10017,Id-25174,Temporary/Seasonal,Quality-assurance
10018,Id-25176,Temporary/Seasonal,Quality-assurance
10019,Id-25177,Temporary/Seasonal,Quality-assurance
10020,Id-25179,Temporary/Seasonal,Quality-assurance
10021,Id-25180,Permanent,Quality-assurance
10022,Id-25182,Permanent,Quality-assurance
10023,Id-25185,Temporary/Seasonal,Quality-assurance
10024,Id-25186,Permanent,Medical Affairs / Pharmaceutical Physician
10025,Id-25187,Temporary/Seasonal,Quality-assurance
10026,Id-25188,Permanent,Quality-assurance
10027,Id-25189,Temporary/Seasonal,Quality-assurance
10028,Id-25190,Temporary/Seasonal,Quality-assurance
10029,Id-25192,Temporary/Seasonal,Quality-assurance
10030,Id-25195,Permanent,Medical Affairs / Pharmaceutical Physician
10031,Id-25196,Temporary/Seasonal,Quality-assurance
10032,Id-25200,Permanent,Medical Information and Pharmacovigilance
10033,Id-25202,Permanent,Quality-assurance
10034,Id-25205,Temporary/Seasonal,Quality-assurance
10035,Id-25207,Temporary/Seasonal,Pharmacy
10036,Id-25210,Temporary/Seasonal,Quality-assurance
10037,Id-25213,Temporary/Seasonal,Quality-assurance
10038,Id-25214,Temporary/Seasonal,Quality-assurance
10039,Id-25218,Permanent,Science
10040,Id-25221,Temporary/Seasonal,Quality-assurance
10041,Id-25226,Permanent,Quality-assurance
10042,Id-25227,Temporary/Seasonal,Quality-assurance
10043,Id-25232,Temporary/Seasonal,Quality-assurance
10044,Id-25234,Temporary/Seasonal,Quality-assurance
10045,Id-25236,Temporary/Seasonal,Quality-assurance
10046,Id-25237,Temporary/Seasonal,Quality-assurance
10047,Id-25239,Temporary/Seasonal,Quality-assurance
10048,Id-25240,Permanent,Quality-assurance
10049,Id-25241,Permanent,Quality-assurance
10050,Id-25243,Temporary/Seasonal,Quality-assurance
10051,Id-25244,Permanent,Quality-assurance
10052,Id-25249,Temporary/Seasonal,Quality-assurance
10053,Id-25251,Permanent,Quality-assurance
10054,Id-25253,Temporary/Seasonal,Quality-assurance
10055,Id-25255,Temporary/Seasonal,Quality-assurance
10056,Id-25257,Permanent,Medical Information and Pharmacovigilance
10057,Id-25261,Permanent,Quality-assurance
10058,Id-25262,Permanent,Medical Information and Pharmacovigilance
10059,Id-25264,Permanent,Medical Information and Pharmacovigilance
10060,Id-25266,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10061,Id-25271,Permanent,Medical Information and Pharmacovigilance
10062,Id-25280,Temporary/Seasonal,Quality-assurance
10063,Id-25283,Temporary/Seasonal,Quality-assurance
10064,Id-25284,Permanent,Medical Information and Pharmacovigilance
10065,Id-25286,Temporary/Seasonal,Quality-assurance
10066,Id-25290,Temporary/Seasonal,Quality-assurance
10067,Id-25293,Permanent,Quality-assurance
10068,Id-25295,Permanent,Manufacturing & Operations
10069,Id-25296,Permanent,Quality-assurance
10070,Id-25297,Temporary/Seasonal,Quality-assurance
10071,Id-25298,Permanent,Quality-assurance
10072,Id-25300,Temporary/Seasonal,Quality-assurance
10073,Id-25302,Temporary/Seasonal,Quality-assurance
10074,Id-25305,Temporary/Seasonal,Quality-assurance
10075,Id-25308,Permanent,Quality-assurance
10076,Id-25309,Temporary/Seasonal,Quality-assurance
10077,Id-25311,Temporary/Seasonal,Quality-assurance
10078,Id-25312,Permanent,Quality-assurance
10079,Id-25314,Permanent,Quality-assurance
10080,Id-25315,Permanent,Quality-assurance
10081,Id-25316,Temporary/Seasonal,Quality-assurance
10082,Id-25317,Permanent,Quality-assurance
10083,Id-25318,Temporary/Seasonal,Quality-assurance
10084,Id-25320,Permanent,Quality-assurance
10085,Id-25321,Permanent,Science
10086,Id-25323,Permanent,Science
10087,Id-25324,Temporary/Seasonal,Quality-assurance
10088,Id-25325,Temporary/Seasonal,Quality-assurance
10089,Id-25326,Permanent,Quality-assurance
10090,Id-25327,Permanent,Quality-assurance
10091,Id-25328,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10092,Id-25330,Permanent,"Pharmaceutical, Healthcare and Medical Sales"
10093,Id-25338,Temporary/Seasonal,Quality-assurance
10094,Id-25339,Temporary/Seasonal,Quality-assurance
10095,Id-25341,Temporary/Seasonal,Quality-assurance
10096,Id-25344,Permanent,Quality-assurance
10097,Id-25345,Temporary/Seasonal,Quality-assurance
10098,Id-25350,Permanent,Quality-assurance
10099,Id-25352,Permanent,Medical Information and Pharmacovigilance
10100,Id-25353,Permanent,Quality-assurance
10101,Id-25361,Temporary/Seasonal,Quality-assurance
10102,Id-25363,Temporary/Seasonal,Quality-assurance
10103,Id-25364,Permanent,Quality-assurance
10104,Id-25367,Temporary/Seasonal,Quality-assurance
10105,Id-25371,Temporary/Seasonal,Pharmacy
10106,Id-25373,Permanent,Pharmacy
10107,Id-25374,Temporary/Seasonal,Quality-assurance
10108,Id-25377,Temporary/Seasonal,Quality-assurance
10109,Id-25379,Temporary/Seasonal,Quality-assurance
10110,Id-25381,Temporary/Seasonal,Quality-assurance
10111,Id-25382,Permanent,"Pharmaceutical, Healthcare and Medical Sales"
10112,Id-25383,Temporary/Seasonal,Quality-assurance
10113,Id-25384,Temporary/Seasonal,Quality-assurance
10114,Id-25385,Temporary/Seasonal,Quality-assurance
10115,Id-25386,Permanent,Quality-assurance
10116,Id-25388,Permanent,Quality-assurance
10117,Id-25389,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10118,Id-25390,Temporary/Seasonal,Quality-assurance
10119,Id-25393,Permanent,Quality-assurance
10120,Id-25394,Temporary/Seasonal,Quality-assurance
10121,Id-25399,Temporary/Seasonal,Quality-assurance
10122,Id-25400,Permanent,Quality-assurance
10123,Id-25401,Temporary/Seasonal,Quality-assurance
10124,Id-25402,Temporary/Seasonal,Pharmacy
10125,Id-25403,Permanent,Quality-assurance
10126,Id-25404,Permanent,Quality-assurance
10127,Id-25413,Temporary/Seasonal,Quality-assurance
10128,Id-25416,Temporary/Seasonal,Pharmacy
10129,Id-25417,Temporary/Seasonal,Quality-assurance
10130,Id-25419,Permanent,Quality-assurance
10131,Id-25420,Temporary/Seasonal,Pharmacy
10132,Id-25421,Temporary/Seasonal,Quality-assurance
10133,Id-25422,Temporary/Seasonal,Quality-assurance
10134,Id-25426,Temporary/Seasonal,Quality-assurance
10135,Id-25427,Permanent,Quality-assurance
10136,Id-25429,Temporary/Seasonal,Quality-assurance
10137,Id-25431,Temporary/Seasonal,Quality-assurance
10138,Id-25437,Temporary/Seasonal,Medical Information and Pharmacovigilance
10139,Id-25438,Temporary/Seasonal,Quality-assurance
10140,Id-25442,Permanent,Quality-assurance
10141,Id-25444,Temporary/Seasonal,Quality-assurance
10142,Id-25445,Temporary/Seasonal,Quality-assurance
10143,Id-25448,Permanent,Medical Information and Pharmacovigilance
10144,Id-25449,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10145,Id-25451,Temporary/Seasonal,Quality-assurance
10146,Id-25453,Temporary/Seasonal,Quality-assurance
10147,Id-25456,Permanent,Quality-assurance
10148,Id-25457,Temporary/Seasonal,Quality-assurance
10149,Id-25459,Permanent,Medical Information and Pharmacovigilance
10150,Id-25461,Temporary/Seasonal,Medical Information and Pharmacovigilance
10151,Id-25467,Permanent,Quality-assurance
10152,Id-25468,Temporary/Seasonal,Quality-assurance
10153,Id-25471,Temporary/Seasonal,Quality-assurance
10154,Id-25472,Permanent,Quality-assurance
10155,Id-25473,Temporary/Seasonal,Quality-assurance
10156,Id-25476,Temporary/Seasonal,Quality-assurance
10157,Id-25481,Temporary/Seasonal,Quality-assurance
10158,Id-25483,Permanent,Quality-assurance
10159,Id-25487,Temporary/Seasonal,Quality-assurance
10160,Id-25488,Temporary/Seasonal,Quality-assurance
10161,Id-25489,Temporary/Seasonal,Quality-assurance
10162,Id-25491,Temporary/Seasonal,Quality-assurance
10163,Id-25492,Permanent,Quality-assurance
10164,Id-25493,Temporary/Seasonal,Quality-assurance
10165,Id-25494,Permanent,Quality-assurance
10166,Id-25495,Permanent,Quality-assurance
10167,Id-25496,Permanent,Medical Information and Pharmacovigilance
10168,Id-25501,Permanent,Medical Affairs / Pharmaceutical Physician
10169,Id-25502,Temporary/Seasonal,Quality-assurance
10170,Id-25504,Temporary/Seasonal,Quality-assurance
10171,Id-25505,Permanent,Quality-assurance
10172,Id-25506,Temporary/Seasonal,Medical Information and Pharmacovigilance
10173,Id-25508,Temporary/Seasonal,Quality-assurance
10174,Id-25509,Permanent,Medical Information and Pharmacovigilance
10175,Id-25511,Temporary/Seasonal,Quality-assurance
10176,Id-25512,Temporary/Seasonal,Quality-assurance
10177,Id-25514,Permanent,Quality-assurance
10178,Id-25517,Temporary/Seasonal,Quality-assurance
10179,Id-25518,Temporary/Seasonal,Quality-assurance
10180,Id-25520,Temporary/Seasonal,Quality-assurance
10181,Id-25525,Temporary/Seasonal,Medical Information and Pharmacovigilance
10182,Id-25528,Temporary/Seasonal,Quality-assurance
10183,Id-25529,Permanent,Quality-assurance
10184,Id-25530,Temporary/Seasonal,Pharmacy
10185,Id-25531,Temporary/Seasonal,Quality-assurance
10186,Id-25532,Permanent,Quality-assurance
10187,Id-25537,Permanent,Quality-assurance
10188,Id-25541,Temporary/Seasonal,Quality-assurance
10189,Id-25542,Permanent,Medical Affairs / Pharmaceutical Physician
10190,Id-25546,Temporary/Seasonal,Quality-assurance
10191,Id-25547,Permanent,Quality-assurance
10192,Id-25554,Permanent,Quality-assurance
10193,Id-25556,Permanent,Quality-assurance
10194,Id-25559,Temporary/Seasonal,Quality-assurance
10195,Id-25561,Temporary/Seasonal,Quality-assurance
10196,Id-25568,Permanent,Quality-assurance
10197,Id-25570,Permanent,Medical Affairs / Pharmaceutical Physician
10198,Id-25576,Temporary/Seasonal,Quality-assurance
10199,Id-25577,Permanent,Quality-assurance
10200,Id-25579,Temporary/Seasonal,Quality-assurance
10201,Id-25581,Permanent,Quality-assurance
10202,Id-25583,Temporary/Seasonal,Quality-assurance
10203,Id-25584,Temporary/Seasonal,Quality-assurance
10204,Id-25587,Permanent,Medical Affairs / Pharmaceutical Physician
10205,Id-25588,Temporary/Seasonal,Quality-assurance
10206,Id-25591,Temporary/Seasonal,Quality-assurance
10207,Id-25594,Permanent,Quality-assurance
10208,Id-25595,Temporary/Seasonal,Quality-assurance
10209,Id-25601,Permanent,Quality-assurance
10210,Id-25603,Permanent,Medical Information and Pharmacovigilance
10211,Id-25604,Temporary/Seasonal,Quality-assurance
10212,Id-25605,Temporary/Seasonal,Quality-assurance
10213,Id-25611,Permanent,Quality-assurance
10214,Id-25612,Temporary/Seasonal,Quality-assurance
10215,Id-25613,Temporary/Seasonal,Quality-assurance
10216,Id-25614,Temporary/Seasonal,Quality-assurance
10217,Id-25616,Temporary/Seasonal,Quality-assurance
10218,Id-25622,Permanent,Quality-assurance
10219,Id-25623,Permanent,Quality-assurance
10220,Id-25626,Temporary/Seasonal,Quality-assurance
10221,Id-25627,Temporary/Seasonal,Quality-assurance
10222,Id-25633,Temporary/Seasonal,Quality-assurance
10223,Id-25642,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10224,Id-25644,Permanent,Quality-assurance
10225,Id-25648,Permanent,Quality-assurance
10226,Id-25649,Permanent,Quality-assurance
10227,Id-25650,Temporary/Seasonal,Pharmacy
10228,Id-25651,Temporary/Seasonal,Pharmacy
10229,Id-25652,Temporary/Seasonal,Quality-assurance
10230,Id-25654,Permanent,Quality-assurance
10231,Id-25657,Temporary/Seasonal,Pharmacy
10232,Id-25658,Permanent,Quality-assurance
10233,Id-25668,Temporary/Seasonal,Quality-assurance
10234,Id-25670,Temporary/Seasonal,Quality-assurance
10235,Id-25671,Temporary/Seasonal,Quality-assurance
10236,Id-25672,Temporary/Seasonal,Medical Information and Pharmacovigilance
10237,Id-25677,Temporary/Seasonal,Quality-assurance
10238,Id-25678,Temporary/Seasonal,Medical Information and Pharmacovigilance
10239,Id-25679,Temporary/Seasonal,Quality-assurance
10240,Id-25681,Permanent,Medical Affairs / Pharmaceutical Physician
10241,Id-25683,Permanent,Quality-assurance
10242,Id-25692,Temporary/Seasonal,Quality-assurance
10243,Id-25693,Permanent,Quality-assurance
10244,Id-25696,Permanent,Medical Information and Pharmacovigilance
10245,Id-25698,Permanent,Quality-assurance
10246,Id-25701,Temporary/Seasonal,Quality-assurance
10247,Id-25702,Temporary/Seasonal,Quality-assurance
10248,Id-25704,Temporary/Seasonal,Pharmacy
10249,Id-25705,Temporary/Seasonal,Quality-assurance
10250,Id-25710,Permanent,Medical Affairs / Pharmaceutical Physician
10251,Id-25711,Permanent,Quality-assurance
10252,Id-25712,Permanent,Quality-assurance
10253,Id-25714,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10254,Id-25719,Temporary/Seasonal,Quality-assurance
10255,Id-25723,Permanent,Quality-assurance
10256,Id-25725,Temporary/Seasonal,Pharmacy
10257,Id-25726,Temporary/Seasonal,Medical Information and Pharmacovigilance
10258,Id-25727,Permanent,Medical Information and Pharmacovigilance
10259,Id-25729,Temporary/Seasonal,Pharmacy
10260,Id-25731,Permanent,Quality-assurance
10261,Id-25736,Permanent,Medical Affairs / Pharmaceutical Physician
10262,Id-25743,Temporary/Seasonal,Quality-assurance
10263,Id-25745,Temporary/Seasonal,Pharmacy
10264,Id-25747,Temporary/Seasonal,Pharmacy
10265,Id-25748,Permanent,Quality-assurance
10266,Id-25751,Temporary/Seasonal,Quality-assurance
10267,Id-25755,Temporary/Seasonal,Quality-assurance
10268,Id-25757,Temporary/Seasonal,Quality-assurance
10269,Id-25758,Temporary/Seasonal,Quality-assurance
10270,Id-25759,Permanent,Quality-assurance
10271,Id-25760,Temporary/Seasonal,Quality-assurance
10272,Id-25772,Permanent,Quality-assurance
10273,Id-25778,Temporary/Seasonal,Quality-assurance
10274,Id-25779,Permanent,Quality-assurance
10275,Id-25780,Temporary/Seasonal,Quality-assurance
10276,Id-25782,Temporary/Seasonal,Quality-assurance
10277,Id-25784,Permanent,Medical Information and Pharmacovigilance
10278,Id-25787,Temporary/Seasonal,Quality-assurance
10279,Id-25789,Temporary/Seasonal,Quality-assurance
10280,Id-25790,Permanent,Quality-assurance
10281,Id-25791,Temporary/Seasonal,Quality-assurance
10282,Id-25793,Temporary/Seasonal,Pharmacy
10283,Id-25794,Temporary/Seasonal,Quality-assurance
10284,Id-25801,Permanent,Quality-assurance
10285,Id-25807,Temporary/Seasonal,Quality-assurance
10286,Id-25808,Permanent,Quality-assurance
10287,Id-25809,Temporary/Seasonal,Quality-assurance
10288,Id-25813,Permanent,Medical Affairs / Pharmaceutical Physician
10289,Id-25814,Temporary/Seasonal,Quality-assurance
10290,Id-25822,Temporary/Seasonal,Quality-assurance
10291,Id-25825,Permanent,Medical Information and Pharmacovigilance
10292,Id-25828,Temporary/Seasonal,Quality-assurance
10293,Id-25829,Temporary/Seasonal,Quality-assurance
10294,Id-25833,Permanent,Medical Affairs / Pharmaceutical Physician
10295,Id-25837,Temporary/Seasonal,Quality-assurance
10296,Id-25841,Temporary/Seasonal,Quality-assurance
10297,Id-25843,Temporary/Seasonal,Quality-assurance
10298,Id-25849,Temporary/Seasonal,Quality-assurance
10299,Id-25850,Temporary/Seasonal,Pharmacy
10300,Id-25857,Temporary/Seasonal,Quality-assurance
10301,Id-25861,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10302,Id-25863,Permanent,Science
10303,Id-25865,Permanent,Quality-assurance
10304,Id-25866,Permanent,Medical Information and Pharmacovigilance
10305,Id-25867,Permanent,Quality-assurance
10306,Id-25869,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10307,Id-25870,Temporary/Seasonal,Quality-assurance
10308,Id-25872,Temporary/Seasonal,Quality-assurance
10309,Id-25873,Permanent,Quality-assurance
10310,Id-25874,Temporary/Seasonal,Quality-assurance
10311,Id-25875,Temporary/Seasonal,Quality-assurance
10312,Id-25880,Temporary/Seasonal,Quality-assurance
10313,Id-25881,Temporary/Seasonal,Pharmacy
10314,Id-25884,Permanent,Quality-assurance
10315,Id-25885,Permanent,Medical Affairs / Pharmaceutical Physician
10316,Id-25887,Temporary/Seasonal,Quality-assurance
10317,Id-25889,Permanent,Medical Information and Pharmacovigilance
10318,Id-25890,Permanent,Manufacturing & Operations
10319,Id-25893,Permanent,Quality-assurance
10320,Id-25895,Permanent,Medical Information and Pharmacovigilance
10321,Id-25896,Temporary/Seasonal,Quality-assurance
10322,Id-25901,Temporary/Seasonal,Quality-assurance
10323,Id-25909,Temporary/Seasonal,Quality-assurance
10324,Id-25912,Permanent,Quality-assurance
10325,Id-25915,Permanent,Quality-assurance
10326,Id-25916,Permanent,Quality-assurance
10327,Id-25918,Temporary/Seasonal,Quality-assurance
10328,Id-25919,Permanent,Medical Information and Pharmacovigilance
10329,Id-25920,Temporary/Seasonal,Quality-assurance
10330,Id-25922,Permanent,Quality-assurance
10331,Id-25923,Temporary/Seasonal,Quality-assurance
10332,Id-25926,Temporary/Seasonal,Quality-assurance
10333,Id-25927,Permanent,Quality-assurance
10334,Id-25928,Temporary/Seasonal,Quality-assurance
10335,Id-25940,Permanent,Pharmaceutical Marketing
10336,Id-25942,Temporary/Seasonal,Quality-assurance
10337,Id-25943,Permanent,Medical Affairs / Pharmaceutical Physician
10338,Id-25944,Permanent,Science
10339,Id-25946,Temporary/Seasonal,Medical Information and Pharmacovigilance
10340,Id-25948,Temporary/Seasonal,Quality-assurance
10341,Id-25951,Temporary/Seasonal,Quality-assurance
10342,Id-25955,Temporary/Seasonal,Quality-assurance
10343,Id-25957,Permanent,Quality-assurance
10344,Id-25959,Permanent,Medical Affairs / Pharmaceutical Physician
10345,Id-25960,Temporary/Seasonal,Quality-assurance
10346,Id-25966,Temporary/Seasonal,Quality-assurance
10347,Id-25968,Permanent,Quality-assurance
10348,Id-25970,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
10349,Id-25974,Temporary/Seasonal,Quality-assurance
10350,Id-25976,Temporary/Seasonal,Quality-assurance
10351,Id-25977,Temporary/Seasonal,Quality-assurance
10352,Id-25979,Temporary/Seasonal,Quality-assurance
10353,Id-25981,Temporary/Seasonal,Quality-assurance
